"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","CPNCU","Current prices in NCU","2000","2000","AUD","Australian Dollar","0","Units",,,46246.8687311859,,
"AUS","Australia","CPNCU","Current prices in NCU","2001","2001","AUD","Australian Dollar","0","Units",,,48315.9823911002,,
"AUS","Australia","CPNCU","Current prices in NCU","2002","2002","AUD","Australian Dollar","0","Units",,,50052.7581021242,,
"AUS","Australia","CPNCU","Current prices in NCU","2003","2003","AUD","Australian Dollar","0","Units",,,51798.5866440082,,
"AUS","Australia","CPNCU","Current prices in NCU","2004","2004","AUD","Australian Dollar","0","Units",,,54199.4027107654,,
"AUS","Australia","CPNCU","Current prices in NCU","2005","2005","AUD","Australian Dollar","0","Units",,,56018.5198639837,,
"AUS","Australia","CPNCU","Current prices in NCU","2006","2006","AUD","Australian Dollar","0","Units",,,58402.6860990912,,
"AUS","Australia","CPNCU","Current prices in NCU","2007","2007","AUD","Australian Dollar","0","Units",,,61884.247201585,,
"AUS","Australia","CPNCU","Current prices in NCU","2008","2008","AUD","Australian Dollar","0","Units",,,64343.7466963003,,
"AUS","Australia","CPNCU","Current prices in NCU","2009","2009","AUD","Australian Dollar","0","Units",,,65362.2080339163,,
"AUS","Australia","CPNCU","Current prices in NCU","2010","2010","AUD","Australian Dollar","0","Units",,,69110.2746031737,,
"AUS","Australia","CPNCU","Current prices in NCU","2011","2011","AUD","Australian Dollar","0","Units",,,72978.5991874853,,
"AUS","Australia","CPNCU","Current prices in NCU","2012","2012","AUD","Australian Dollar","0","Units",,,75149.2632468591,,
"AUS","Australia","CPNCU","Current prices in NCU","2013","2013","AUD","Australian Dollar","0","Units",,,76598.3394072311,,
"AUS","Australia","CPNCU","Current prices in NCU","2014","2014","AUD","Australian Dollar","0","Units",,,78666.760266353,,
"AUS","Australia","CPNCU","Current prices in NCU","2015","2015","AUD","Australian Dollar","0","Units",,,79206.7993312876,,
"AUS","Australia","CPNCU","Current prices in NCU","2016","2016","AUD","Australian Dollar","0","Units",,,80054.6207296823,,
"AUS","Australia","CPNCU","Current prices in NCU","2017","2017","AUD","Australian Dollar","0","Units",,,80675.4970078862,,
"AUS","Australia","CPNCU","Current prices in NCU","2018","2018","AUD","Australian Dollar","0","Units",,,82187.7007110623,,
"AUS","Australia","CPNCU","Current prices in NCU","2019","2019","AUD","Australian Dollar","0","Units",,,84538.9408001655,,
"AUS","Australia","CPNCU","Current prices in NCU","2020","2020","AUD","Australian Dollar","0","Units",,,87379.0260559097,,
"AUS","Australia","CPNCU","Current prices in NCU","2021","2021","AUD","Australian Dollar","0","Units",,,88928.9043947396,,
"AUT","Austria","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,27932.7427280931,,
"AUT","Austria","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,28507.0932772628,,
"AUT","Austria","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,29234.355960236,,
"AUT","Austria","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,29751.2247679754,,
"AUT","Austria","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,30833.4009319332,,
"AUT","Austria","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,31753.0347779809,,
"AUT","Austria","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,32903.4836129942,,
"AUT","Austria","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,33915.4818079907,,
"AUT","Austria","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,35208.7127488382,,
"AUT","Austria","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,35925.6828373451,,
"AUT","Austria","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,36388.4767303661,,
"AUT","Austria","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,37130.1635601381,,
"AUT","Austria","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,38218.3939419199,,
"AUT","Austria","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,39040.1230004397,,
"AUT","Austria","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,39975.8128533297,,
"AUT","Austria","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,40851.0000056255,,
"AUT","Austria","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,41839.0077051306,,
"AUT","Austria","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,42564.1082150145,,
"AUT","Austria","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,43575.6416749341,,
"AUT","Austria","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,44675.8340054809,,
"AUT","Austria","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,45354.2956646426,,
"AUT","Austria","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,47177.2482711128,,
"BEL","Belgium","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,31015.7220412343,,
"BEL","Belgium","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,31832.9668339589,,
"BEL","Belgium","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,32995.242721992,,
"BEL","Belgium","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,33687.8092076228,,
"BEL","Belgium","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,34349.0454703934,,
"BEL","Belgium","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,34994.93831638,,
"BEL","Belgium","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,36204.3544324623,,
"BEL","Belgium","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,37106.2778481701,,
"BEL","Belgium","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,38447.6453299448,,
"BEL","Belgium","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,38664.4823310442,,
"BEL","Belgium","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,39208.304777495,,
"BEL","Belgium","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,40739.8634497882,,
"BEL","Belgium","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,41897.4877463494,,
"BEL","Belgium","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,42762.725168663,,
"BEL","Belgium","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,43322.696959492,,
"BEL","Belgium","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,43398.2213769181,,
"BEL","Belgium","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,44153.3780290221,,
"BEL","Belgium","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,44684.3918828603,,
"BEL","Belgium","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,45827.2799186211,,
"BEL","Belgium","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,46904.4513270427,,
"BEL","Belgium","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,45937.5088303029,,
"BEL","Belgium","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,48447.7870245435,,
"CAN","Canada","CPNCU","Current prices in NCU","2000","2000","CAD","Canadian Dollar","0","Units",,,43474.893134436,,
"CAN","Canada","CPNCU","Current prices in NCU","2001","2001","CAD","Canadian Dollar","0","Units",,,44199.038688698,,
"CAN","Canada","CPNCU","Current prices in NCU","2002","2002","CAD","Canadian Dollar","0","Units",,,44687.5306357105,,
"CAN","Canada","CPNCU","Current prices in NCU","2003","2003","CAD","Canadian Dollar","0","Units",,,45464.0118898708,,
"CAN","Canada","CPNCU","Current prices in NCU","2004","2004","CAD","Canadian Dollar","0","Units",,,47168.1287310341,,
"CAN","Canada","CPNCU","Current prices in NCU","2005","2005","CAD","Canadian Dollar","0","Units",,,49323.0025696843,,
"CAN","Canada","CPNCU","Current prices in NCU","2006","2006","CAD","Canadian Dollar","0","Units",,,51465.8587173219,,
"CAN","Canada","CPNCU","Current prices in NCU","2007","2007","CAD","Canadian Dollar","0","Units",,,53782.5266392964,,
"CAN","Canada","CPNCU","Current prices in NCU","2008","2008","CAD","Canadian Dollar","0","Units",,,55518.8376042673,,
"CAN","Canada","CPNCU","Current prices in NCU","2009","2009","CAD","Canadian Dollar","0","Units",,,56098.8097434666,,
"CAN","Canada","CPNCU","Current prices in NCU","2010","2010","CAD","Canadian Dollar","0","Units",,,57014.5457578838,,
"CAN","Canada","CPNCU","Current prices in NCU","2011","2011","CAD","Canadian Dollar","0","Units",,,58785.791577937,,
"CAN","Canada","CPNCU","Current prices in NCU","2012","2012","CAD","Canadian Dollar","0","Units",,,60461.4791505991,,
"CAN","Canada","CPNCU","Current prices in NCU","2013","2013","CAD","Canadian Dollar","0","Units",,,62025.7324128047,,
"CAN","Canada","CPNCU","Current prices in NCU","2014","2014","CAD","Canadian Dollar","0","Units",,,63996.2218942261,,
"CAN","Canada","CPNCU","Current prices in NCU","2015","2015","CAD","Canadian Dollar","0","Units",,,65161.1352918542,,
"CAN","Canada","CPNCU","Current prices in NCU","2016","2016","CAD","Canadian Dollar","0","Units",,,64526.0366442293,,
"CAN","Canada","CPNCU","Current prices in NCU","2017","2017","CAD","Canadian Dollar","0","Units",,,66135.7744766295,,
"CAN","Canada","CPNCU","Current prices in NCU","2018","2018","CAD","Canadian Dollar","0","Units",,,68419.233468404,,
"CAN","Canada","CPNCU","Current prices in NCU","2019","2019","CAD","Canadian Dollar","0","Units",,,69938.3814770267,,
"CAN","Canada","CPNCU","Current prices in NCU","2020","2020","CAD","Canadian Dollar","0","Units",,,72427.6670060748,,
"CAN","Canada","CPNCU","Current prices in NCU","2021","2021","CAD","Canadian Dollar","0","Units",,,74173.3912899487,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2000","2000","CZK","Czech Koruna","0","Units",,,173858.189267599,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2001","2001","CZK","Czech Koruna","0","Units",,,189208.928961025,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2002","2002","CZK","Czech Koruna","0","Units",,,203271.197541506,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2003","2003","CZK","Czech Koruna","0","Units",,,219031.497532813,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2004","2004","CZK","Czech Koruna","0","Units",,,236759.024654439,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2005","2005","CZK","Czech Koruna","0","Units",,,246457.435344369,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2006","2006","CZK","Czech Koruna","0","Units",,,260859.740941124,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2007","2007","CZK","Czech Koruna","0","Units",,,276548.971412544,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2008","2008","CZK","Czech Koruna","0","Units",,,290845.224830371,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2009","2009","CZK","Czech Koruna","0","Units",,,292234.876528182,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2010","2010","CZK","Czech Koruna","0","Units",,,302630.083340999,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2011","2011","CZK","Czech Koruna","0","Units",,,310325.859078638,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2012","2012","CZK","Czech Koruna","0","Units",,,317578.073086756,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2013","2013","CZK","Czech Koruna","0","Units",,,317803.53343002,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2014","2014","CZK","Czech Koruna","0","Units",,,327251.018472149,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2015","2015","CZK","Czech Koruna","0","Units",,,336882.088996321,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2016","2016","CZK","Czech Koruna","0","Units",,,350192.694783631,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2017","2017","CZK","Czech Koruna","0","Units",,,376657.102811064,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2018","2018","CZK","Czech Koruna","0","Units",,,406614.003910228,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2019","2019","CZK","Czech Koruna","0","Units",,,435463.369839973,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2020","2020","CZK","Czech Koruna","0","Units",,,442846.087465638,,
"CZE","Czech Republic","CPNCU","Current prices in NCU","2021","2021","CZK","Czech Koruna","0","Units",,,468275.98729987,,
"DNK","Denmark","CPNCU","Current prices in NCU","2000","2000","DKK","Danish Krone","0","Units",,,267667.703995458,,
"DNK","Denmark","CPNCU","Current prices in NCU","2001","2001","DKK","Danish Krone","0","Units",,,275588.525565928,,
"DNK","Denmark","CPNCU","Current prices in NCU","2002","2002","DKK","Danish Krone","0","Units",,,287080.997415255,,
"DNK","Denmark","CPNCU","Current prices in NCU","2003","2003","DKK","Danish Krone","0","Units",,,297692.33858637,,
"DNK","Denmark","CPNCU","Current prices in NCU","2004","2004","DKK","Danish Krone","0","Units",,,307920.147467079,,
"DNK","Denmark","CPNCU","Current prices in NCU","2005","2005","DKK","Danish Krone","0","Units",,,318542.147812349,,
"DNK","Denmark","CPNCU","Current prices in NCU","2006","2006","DKK","Danish Krone","0","Units",,,331041.136677805,,
"DNK","Denmark","CPNCU","Current prices in NCU","2007","2007","DKK","Danish Krone","0","Units",,,340565.945475814,,
"DNK","Denmark","CPNCU","Current prices in NCU","2008","2008","DKK","Danish Krone","0","Units",,,355043.426812105,,
"DNK","Denmark","CPNCU","Current prices in NCU","2009","2009","DKK","Danish Krone","0","Units",,,368250.487577895,,
"DNK","Denmark","CPNCU","Current prices in NCU","2010","2010","DKK","Danish Krone","0","Units",,,381589.390501835,,
"DNK","Denmark","CPNCU","Current prices in NCU","2011","2011","DKK","Danish Krone","0","Units",,,388491.819683978,,
"DNK","Denmark","CPNCU","Current prices in NCU","2012","2012","DKK","Danish Krone","0","Units",,,397055.758506729,,
"DNK","Denmark","CPNCU","Current prices in NCU","2013","2013","DKK","Danish Krone","0","Units",,,403070.413020088,,
"DNK","Denmark","CPNCU","Current prices in NCU","2014","2014","DKK","Danish Krone","0","Units",,,413240.845932383,,
"DNK","Denmark","CPNCU","Current prices in NCU","2015","2015","DKK","Danish Krone","0","Units",,,422156.994018938,,
"DNK","Denmark","CPNCU","Current prices in NCU","2016","2016","DKK","Danish Krone","0","Units",,,422583.738454114,,
"DNK","Denmark","CPNCU","Current prices in NCU","2017","2017","DKK","Danish Krone","0","Units",,,429403.191071015,,
"DNK","Denmark","CPNCU","Current prices in NCU","2018","2018","DKK","Danish Krone","0","Units",,,435782.780669175,,
"DNK","Denmark","CPNCU","Current prices in NCU","2019","2019","DKK","Danish Krone","0","Units",,,443083.752017331,,
"DNK","Denmark","CPNCU","Current prices in NCU","2020","2020","DKK","Danish Krone","0","Units",,,450507.107884172,,
"DNK","Denmark","CPNCU","Current prices in NCU","2021","2021","DKK","Danish Krone","0","Units",,,462436.223830095,,
"FIN","Finland","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,26597.2142706544,,
"FIN","Finland","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,27458.6629584355,,
"FIN","Finland","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,28058.4744264673,,
"FIN","Finland","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,28876.4240480964,,
"FIN","Finland","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,29913.6539519916,,
"FIN","Finland","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,30869.2619525988,,
"FIN","Finland","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,31944.7191485001,,
"FIN","Finland","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,32995.9832948601,,
"FIN","Finland","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,34412.0342531268,,
"FIN","Finland","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,35363.2000528198,,
"FIN","Finland","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,36367.8253678434,,
"FIN","Finland","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,37582.7955165043,,
"FIN","Finland","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,38673.2127318827,,
"FIN","Finland","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,39218.9823988632,,
"FIN","Finland","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,39706.8548716998,,
"FIN","Finland","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,40202.3244544712,,
"FIN","Finland","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,40637.9352679488,,
"FIN","Finland","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,40819.9982062833,,
"FIN","Finland","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,41651.0829366952,,
"FIN","Finland","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,42497.3327334451,,
"FIN","Finland","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,42833.877346196,,
"FIN","Finland","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,45364.6735437316,,
"FRA","France","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,25606.051626165,,
"FRA","France","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,26275.3781807302,,
"FRA","France","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,27212.3431192009,,
"FRA","France","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,27902.0700194055,,
"FRA","France","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,28961.595513339,,
"FRA","France","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,29846.1958084516,,
"FRA","France","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,30832.4992003349,,
"FRA","France","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,31600.9162041814,,
"FRA","France","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,32408.6997572318,,
"FRA","France","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,32944.3107666046,,
"FRA","France","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,33976.1786572566,,
"FRA","France","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,34538.83580408,,
"FRA","France","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,35257.204742254,,
"FRA","France","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,35801.077621445,,
"FRA","France","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,36087.786585187,,
"FRA","France","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,36535.3617301146,,
"FRA","France","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,37049.0244332841,,
"FRA","France","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,37866.6460909492,,
"FRA","France","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,38454.1449535956,,
"FRA","France","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,39151.8358824441,,
"FRA","France","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,37934.7094597657,,
"FRA","France","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,40114.7494711619,,
"DEU","Germany","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,27993.2775828819,,
"DEU","Germany","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,28786.7668474955,,
"DEU","Germany","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,29328.8419732001,,
"DEU","Germany","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,29861.740085449,,
"DEU","Germany","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,30179.5624385199,,
"DEU","Germany","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,30617.4703580302,,
"DEU","Germany","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,31006.2181719185,,
"DEU","Germany","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,31490.4123671237,,
"DEU","Germany","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,32251.5848542616,,
"DEU","Germany","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,32278.0587271818,,
"DEU","Germany","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,33100.6195382265,,
"DEU","Germany","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,34366.5192545658,,
"DEU","Germany","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,35304.9851942413,,
"DEU","Germany","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,36131.9085572931,,
"DEU","Germany","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,37069.5422582543,,
"DEU","Germany","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,38130.8990960256,,
"DEU","Germany","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,38987.1675375907,,
"DEU","Germany","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,39992.6818439835,,
"DEU","Germany","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,41155.8194251846,,
"DEU","Germany","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,42364.8231713211,,
"DEU","Germany","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,42322.7456545314,,
"DEU","Germany","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,43722.4645573498,,
"GRC","Greece","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,13901.5875162704,,
"GRC","Greece","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,14597.7134831297,,
"GRC","Greece","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,16273.883665849,,
"GRC","Greece","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,17418.7138737669,,
"GRC","Greece","CPNCU","Current prices in NCU","2004","2004","EUR","Euro","0","Units",,,18324.1733561354,,
"GRC","Greece","CPNCU","Current prices in NCU","2005","2005","EUR","Euro","0","Units",,,18804.5745918721,,
"GRC","Greece","CPNCU","Current prices in NCU","2006","2006","EUR","Euro","0","Units",,,19642.9403026045,,
"GRC","Greece","CPNCU","Current prices in NCU","2007","2007","EUR","Euro","0","Units",,,20362.5927294178,,
"GRC","Greece","CPNCU","Current prices in NCU","2008","2008","EUR","Euro","0","Units",,,20916.0726426105,,
"GRC","Greece","CPNCU","Current prices in NCU","2009","2009","EUR","Euro","0","Units",,,22111.5285996679,,
"GRC","Greece","CPNCU","Current prices in NCU","2010","2010","EUR","Euro","0","Units",,,21025.2865422773,,
"GRC","Greece","CPNCU","Current prices in NCU","2011","2011","EUR","Euro","0","Units",,,20275.523686779,,
"GRC","Greece","CPNCU","Current prices in NCU","2012","2012","EUR","Euro","0","Units",,,19277.3066119487,,
"GRC","Greece","CPNCU","Current prices in NCU","2013","2013","EUR","Euro","0","Units",,,17706.750622563,,
"GRC","Greece","CPNCU","Current prices in NCU","2014","2014","EUR","Euro","0","Units",,,17213.0699201454,,
"GRC","Greece","CPNCU","Current prices in NCU","2015","2015","EUR","Euro","0","Units",,,17161.8476235777,,
"GRC","Greece","CPNCU","Current prices in NCU","2016","2016","EUR","Euro","0","Units",,,16617.7562759503,,
"GRC","Greece","CPNCU","Current prices in NCU","2017","2017","EUR","Euro","0","Units",,,16785.2730439151,,
"GRC","Greece","CPNCU","Current prices in NCU","2018","2018","EUR","Euro","0","Units",,,16027.7359689484,,
"GRC","Greece","CPNCU","Current prices in NCU","2019","2019","EUR","Euro","0","Units",,,16178.3760516156,,
"GRC","Greece","CPNCU","Current prices in NCU","2020","2020","EUR","Euro","0","Units",,,16069.1124594581,,
"GRC","Greece","CPNCU","Current prices in NCU","2021","2021","EUR","Euro","0","Units",,,16250.0741156285,,
"HUN","Hungary","CPNCU","Current prices in NCU","2000","2000","HUF","Forint","0","Units",,,1223604.55534327,,
"HUN","Hungary","CPNCU","Current prices in NCU","2001","2001","HUF","Forint","0","Units",,,1443353.23773301,,
"HUN","Hungary","CPNCU","Current prices in NCU","2002","2002","HUF","Forint","0","Units",,,1608279.59795969,,
"HUN","Hungary","CPNCU","Current prices in NCU","2003","2003","HUF","Forint","0","Units",,,1814426.24524425,,
"HUN","Hungary","CPNCU","Current prices in NCU","2004","2004","HUF","Forint","0","Units",,,2047573.52047175,,
"HUN","Hungary","CPNCU","Current prices in NCU","2005","2005","HUF","Forint","0","Units",,,2215577.44073448,,
"HUN","Hungary","CPNCU","Current prices in NCU","2006","2006","HUF","Forint","0","Units",,,2332902.34001282,,
"HUN","Hungary","CPNCU","Current prices in NCU","2007","2007","HUF","Forint","0","Units",,,2470056.07302058,,
"HUN","Hungary","CPNCU","Current prices in NCU","2008","2008","HUF","Forint","0","Units",,,2649128.68083081,,
"HUN","Hungary","CPNCU","Current prices in NCU","2009","2009","HUF","Forint","0","Units",,,2603606.82224878,,
"HUN","Hungary","CPNCU","Current prices in NCU","2010","2010","HUF","Forint","0","Units",,,2726481.93302682,,
"HUN","Hungary","CPNCU","Current prices in NCU","2011","2011","HUF","Forint","0","Units",,,2855169.28026043,,
"HUN","Hungary","CPNCU","Current prices in NCU","2012","2012","HUF","Forint","0","Units",,,2916719.58442507,,
"HUN","Hungary","CPNCU","Current prices in NCU","2013","2013","HUF","Forint","0","Units",,,2936661.02831571,,
"HUN","Hungary","CPNCU","Current prices in NCU","2014","2014","HUF","Forint","0","Units",,,2936454.84245579,,
"HUN","Hungary","CPNCU","Current prices in NCU","2015","2015","HUF","Forint","0","Units",,,2974990.84149601,,
"HUN","Hungary","CPNCU","Current prices in NCU","2016","2016","HUF","Forint","0","Units",,,3031742.46808458,,
"HUN","Hungary","CPNCU","Current prices in NCU","2017","2017","HUF","Forint","0","Units",,,3358915.74513036,,
"HUN","Hungary","CPNCU","Current prices in NCU","2018","2018","HUF","Forint","0","Units",,,3640672.4713842,,
"HUN","Hungary","CPNCU","Current prices in NCU","2019","2019","HUF","Forint","0","Units",,,3933188.59586683,,
"HUN","Hungary","CPNCU","Current prices in NCU","2020","2020","HUF","Forint","0","Units",,,4130445.99721341,,
"HUN","Hungary","CPNCU","Current prices in NCU","2021","2021","HUF","Forint","0","Units",,,4562584.35739402,,
"IRL","Ireland","CPNCU","Current prices in NCU","2000","2000","EUR","Euro","0","Units",,,28790.1803993445,,
"IRL","Ireland","CPNCU","Current prices in NCU","2001","2001","EUR","Euro","0","Units",,,31012.2065757809,,
"IRL","Ireland","CPNCU","Current prices in NCU","2002","2002","EUR","Euro","0","Units",,,32771.6408578997,,
"IRL","Ireland","CPNCU","Current prices in NCU","2003","2003","EUR","Euro","0","Units",,,34875.2382477186,,
